"accuratePass" "lostCorners" "goalsConceded" "saves" "penaltyFaced" "goalKicks" "totalPass" "gameStarted" "totalTackle" "penGoalsConceded" "minsPlayed" "totalClearance" "formationPlace" "fecha" "idequipo" "equipo" "idjugador" "position" "blockedScoringAtt" "totalScoringAtt" "totalThrows" "totalSubOff" "shotOffTarget" "wonCorners" "cornerTaken" "penaltyConceded" "yellowCard" "ontargetScoringAtt" "fouls" "wonTackle" "wasFouled" "goals" "totalSubOn" "stats[2, ]" "totalOffside" "local" "id_partido" "penaltyWon" "goalAssist" "cleanSheet" "ownGoals" "penaltySave" "secondYellow" "redCard"
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-13Z" "4emsfli63hmjpgak8fn13gfku" "Paraguay U20" "70susga996z9001248bly1h0q" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "axhyvoe4hjt6f0mrgu0mucsq2" NA NA NA NA NA NA NA
"2" NA "2" NA NA NA "6" NA NA NA "45" NA "0" "2018-08-13Z" "4emsfli63hmjpgak8fn13gfku" "Paraguay U20" "d8catq5l6rbmkk10juw39ss4q" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "1" NA NA FALSE "axhyvoe4hjt6f0mrgu0mucsq2" NA NA NA NA NA NA NA
"12" "2" "3" "5" NA "7" "20" "1" NA NA "90" "1" "1" "2018-08-05Z" "2lqlaup274cnqxj4xedyqm9xd" "Korea DPR U20" "ega7n1p2wc0o37rg7fitixvpx" "Goalkeeper" NA NA NA NA NA NA NA NA NA NA NA NA "1" NA NA NA NA TRUE "di6gs3mzdo2yc71ujxcmijvxm" NA NA NA NA NA NA NA
"40" "1" "3" NA NA NA "49" "1" NA NA "90" "3" "3" "2018-08-05Z" "2lqlaup274cnqxj4xedyqm9xd" "Korea DPR U20" "66nruay7x3bc5pgnid7aa09ka" "Defender" NA NA "1" NA NA NA NA NA NA NA NA NA "1" NA NA NA NA TRUE "di6gs3mzdo2yc71ujxcmijvxm" NA NA NA NA NA NA NA
"35" NA "3" NA NA NA "42" "1" "2" NA "90" "4" "6" "2018-08-05Z" "2lqlaup274cnqxj4xedyqm9xd" "Korea DPR U20" "efydya0q91q3l7gcl3yjb2pjp" "Defender" NA NA "10" NA NA NA NA NA NA NA NA "2" "1" NA NA NA NA TRUE "di6gs3mzdo2yc71ujxcmijvxm" NA NA NA NA NA NA NA
"34" NA "3" NA NA NA "35" "1" NA NA "90" "5" "5" "2018-08-05Z" "2lqlaup274cnqxj4xedyqm9xd" "Korea DPR U20" "devw3sgco5xv6df6qp8uui221" "Defender" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA TRUE "di6gs3mzdo2yc71ujxcmijvxm" NA NA NA NA NA NA NA
"36" NA "3" NA NA NA "53" "1" "1" NA "90" NA "2" "2018-08-05Z" "2lqlaup274cnqxj4xedyqm9xd" "Korea DPR U20" "75o1qqbgsk71z8zjvyv8mmvvt" "Defender" NA "1" "9" NA NA NA NA NA "1" "1" "2" "1" "1" NA NA NA NA TRUE "di6gs3mzdo2yc71ujxcmijvxm" NA "1" NA NA NA NA NA
"30" NA "3" NA NA NA "42" "1" NA NA "90" "1" "11" "2018-08-05Z" "2lqlaup274cnqxj4xedyqm9xd" "Korea DPR U20" "cvolmv5adnei3zoxswqv6y5ii" "Midfielder" "1" "1" "1" NA NA "2" NA NA NA NA NA NA NA NA NA NA NA TRUE "di6gs3mzdo2yc71ujxcmijvxm" NA NA NA NA NA NA NA
"20" NA "1" NA NA NA "25" "1" NA NA "56" NA "8" "2018-08-05Z" "2lqlaup274cnqxj4xedyqm9xd" "Korea DPR U20" "25pm9apv0yctndmw8jikx4kbt" "Midfielder" NA NA NA "1" NA "1" NA NA "1" NA "2" NA "1" NA NA NA NA TRUE "di6gs3mzdo2yc71ujxcmijvxm" NA NA NA NA NA NA NA
"27" NA "2" NA NA NA "37" "1" "2" NA "64" NA "4" "2018-08-05Z" "2lqlaup274cnqxj4xedyqm9xd" "Korea DPR U20" "90h2omqe0pouz9kjbjsk1orje" "Midfielder" NA NA NA "1" NA NA NA NA NA NA NA "2" NA NA NA NA NA TRUE "di6gs3mzdo2yc71ujxcmijvxm" NA NA NA NA NA NA NA
"45" NA "3" NA NA NA "59" "1" "5" NA "90" NA "7" "2018-08-05Z" "2lqlaup274cnqxj4xedyqm9xd" "Korea DPR U20" "egtgh020fql8klder6z0l5m8l" "Midfielder" NA "3" NA NA "1" NA "3" NA NA "2" "1" "2" "1" NA NA NA NA TRUE "di6gs3mzdo2yc71ujxcmijvxm" NA NA NA NA NA NA NA
"5" NA "1" NA NA NA "6" "1" NA NA "41" NA "9" "2018-08-05Z" "2lqlaup274cnqxj4xedyqm9xd" "Korea DPR U20" "7mier6mr221eq1mzgs1nahje2" "Striker" NA NA NA "1" NA NA NA NA NA NA NA NA NA NA NA NA NA TRUE "di6gs3mzdo2yc71ujxcmijvxm" NA NA NA NA NA NA NA
"19" NA "3" NA NA NA "21" "1" NA NA "90" "1" "10" "2018-08-05Z" "2lqlaup274cnqxj4xedyqm9xd" "Korea DPR U20" "280mxjb8x9uaep2d1vntfis8a" "Striker" NA "2" NA NA "2" NA NA NA NA NA "1" NA NA NA NA NA NA TRUE "di6gs3mzdo2yc71ujxcmijvxm" NA NA NA NA NA NA NA
"16" NA "2" NA NA NA "16" NA NA NA "34" NA "0" "2018-08-05Z" "2lqlaup274cnqxj4xedyqm9xd" "Korea DPR U20" "e40fleaz6pfz1nl7kya43joq" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA "2" NA "1" NA NA TRUE "di6gs3mzdo2yc71ujxcmijvxm" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-05Z" "2lqlaup274cnqxj4xedyqm9xd" "Korea DPR U20" "eccj5bfspz8hqyk8b9e9jnydx" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "di6gs3mzdo2yc71ujxcmijvxm" NA NA NA NA NA NA NA
"7" NA "2" NA NA NA "11" NA NA NA "49" NA "0" "2018-08-05Z" "2lqlaup274cnqxj4xedyqm9xd" "Korea DPR U20" "40c1t6fe4utsw9nijfnmjlpt5" "Substitute" NA "2" NA NA "1" NA NA NA NA "1" "2" NA "1" "1" "1" NA NA TRUE "di6gs3mzdo2yc71ujxcmijvxm" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-05Z" "2lqlaup274cnqxj4xedyqm9xd" "Korea DPR U20" "djdeuyxnviw5adea22tfa0oa1" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "di6gs3mzdo2yc71ujxcmijvxm" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-05Z" "2lqlaup274cnqxj4xedyqm9xd" "Korea DPR U20" "3qoffgjieszei3gmj46bc6msp" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "di6gs3mzdo2yc71ujxcmijvxm" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-05Z" "2lqlaup274cnqxj4xedyqm9xd" "Korea DPR U20" "4vzwvsowsoth10q69cyd22m3u" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "di6gs3mzdo2yc71ujxcmijvxm" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-05Z" "2lqlaup274cnqxj4xedyqm9xd" "Korea DPR U20" "3qsge1pjboon69f8ftm75d97t" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "di6gs3mzdo2yc71ujxcmijvxm" NA NA NA NA NA NA NA
"10" NA "1" NA NA NA "13" NA "1" NA "26" NA "0" "2018-08-05Z" "2lqlaup274cnqxj4xedyqm9xd" "Korea DPR U20" "ajh2kqtp6uot3jamv860ifa0a" "Substitute" NA "1" "1" NA "1" NA NA NA NA NA NA "1" NA NA "1" NA NA TRUE "di6gs3mzdo2yc71ujxcmijvxm" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-05Z" "2lqlaup274cnqxj4xedyqm9xd" "Korea DPR U20" "50ayd0pajir8z5jjo31vd9g16" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "di6gs3mzdo2yc71ujxcmijvxm" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-05Z" "2lqlaup274cnqxj4xedyqm9xd" "Korea DPR U20" "bvb3029xwtg54v5iroe2gmyy2" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "di6gs3mzdo2yc71ujxcmijvxm" NA NA NA NA NA NA NA
"17" NA "1" "3" NA "9" "33" "1" NA NA "90" NA "1" "2018-08-05Z" "6gjmodlcevrbgbmjlmrx65sui" "England U20" "6vqain7mmp94wueprv9aj5xp1" "Goalkeeper" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE "di6gs3mzdo2yc71ujxcmijvxm" NA NA NA NA NA NA NA
"21" NA "1" NA NA NA "30" "1" "1" NA "72" "5" "3" "2018-08-05Z" "6gjmodlcevrbgbmjlmrx65sui" "England U20" "b3i5okqaspq6w7w456ab4cxjp" "Defender" NA NA "11" "1" NA NA NA NA NA NA "1" NA "1" NA NA NA NA FALSE "di6gs3mzdo2yc71ujxcmijvxm" NA NA NA NA NA NA NA
"37" NA "1" NA NA NA "40" "1" "1" NA "90" "4" "6" "2018-08-05Z" "6gjmodlcevrbgbmjlmrx65sui" "England U20" "e6s5iphbrws04dxrvw0xqd7f9" "Defender" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE "di6gs3mzdo2yc71ujxcmijvxm" NA NA NA NA NA NA NA
"33" "1" "1" NA NA NA "37" "1" "1" NA "90" "9" "5" "2018-08-05Z" "6gjmodlcevrbgbmjlmrx65sui" "England U20" "230r9tcwg89z5b9kxdqwi336d" "Defender" NA NA NA NA NA NA NA NA NA NA NA "1" NA NA NA NA NA FALSE "di6gs3mzdo2yc71ujxcmijvxm" NA NA NA NA NA NA NA
"18" "2" "1" NA NA NA "22" "1" "2" NA "90" "4" "2" "2018-08-05Z" "6gjmodlcevrbgbmjlmrx65sui" "England U20" "9cjjs4piq3t12iltsfon52h91" "Defender" NA NA "11" NA NA NA NA NA NA NA NA "1" NA NA NA NA NA FALSE "di6gs3mzdo2yc71ujxcmijvxm" NA NA NA NA NA NA NA
"36" NA "1" NA NA NA "47" "1" "5" NA "90" "3" "8" "2018-08-05Z" "6gjmodlcevrbgbmjlmrx65sui" "England U20" "49tbu841s20wivafeostkffmd" "Midfielder" NA NA NA NA NA NA NA NA NA NA "1" "5" "1" NA NA NA NA FALSE "di6gs3mzdo2yc71ujxcmijvxm" NA NA NA NA NA NA NA
"32" NA "1" NA NA NA "41" "1" "3" NA "90" "2" "4" "2018-08-05Z" "6gjmodlcevrbgbmjlmrx65sui" "England U20" "8etvu6b9z7sm2rg3wqkmchk9h" "Midfielder" NA "1" NA NA "1" NA NA NA NA NA NA "3" NA NA NA NA NA FALSE "di6gs3mzdo2yc71ujxcmijvxm" NA NA NA NA NA NA NA
"13" NA "1" NA NA NA "20" "1" "4" NA "84" "1" "7" "2018-08-05Z" "6gjmodlcevrbgbmjlmrx65sui" "England U20" "5qxvej7pcqqr989sba7k0jv85" "Midfielder" NA "4" NA "1" "2" "1" "2" NA "1" "2" "1" "3" NA "2" NA NA NA FALSE "di6gs3mzdo2yc71ujxcmijvxm" NA NA NA NA NA NA NA
"18" NA "1" NA NA NA "31" "1" "4" NA "90" "1" "11" "2018-08-05Z" "6gjmodlcevrbgbmjlmrx65sui" "England U20" "8gxse7h6ucubo3weq7sp9dnf9" "Striker" NA "3" NA NA NA NA "1" NA NA "3" "1" "4" "2" NA NA NA NA FALSE "di6gs3mzdo2yc71ujxcmijvxm" NA NA NA NA NA NA NA
"11" NA "1" NA NA NA "21" "1" NA NA "89" NA "9" "2018-08-05Z" "6gjmodlcevrbgbmjlmrx65sui" "England U20" "10d8jj5vwrmib55tth0isfvft" "Striker" NA "1" NA "1" NA "2" NA NA NA "1" "4" NA "1" NA NA NA NA FALSE "di6gs3mzdo2yc71ujxcmijvxm" NA "2" NA NA NA NA NA
"24" NA "1" NA NA NA "35" "1" "1" NA "90" "1" "10" "2018-08-05Z" "6gjmodlcevrbgbmjlmrx65sui" "England U20" "c4tkrrhs6o8ii0wnmi5y66cwl" "Striker" "1" "5" NA NA "2" NA NA NA NA "2" "1" "1" NA "1" NA NA NA FALSE "di6gs3mzdo2yc71ujxcmijvxm" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-05Z" "6gjmodlcevrbgbmjlmrx65sui" "England U20" "90i1zt922wb519mbo8hzwwpg5" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "di6gs3mzdo2yc71ujxcmijvxm" NA NA NA NA NA NA NA
"2" NA NA NA NA NA "2" NA NA NA "6" NA "0" "2018-08-05Z" "6gjmodlcevrbgbmjlmrx65sui" "England U20" "et6offb5y91ch6mlol3dwcd0p" "Substitute" NA NA NA NA NA NA NA NA NA NA "1" NA NA NA "1" NA NA FALSE "di6gs3mzdo2yc71ujxcmijvxm" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-05Z" "6gjmodlcevrbgbmjlmrx65sui" "England U20" "c0my4y3kjf7jbbfujj5l8e8yx" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "di6gs3mzdo2yc71ujxcmijvxm" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-05Z" "6gjmodlcevrbgbmjlmrx65sui" "England U20" "ainli27xiinwmtncalaagu9qt" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "di6gs3mzdo2yc71ujxcmijvxm" NA NA NA NA NA NA NA
"5" NA NA NA NA NA "9" NA NA NA "18" "1" "0" "2018-08-05Z" "6gjmodlcevrbgbmjlmrx65sui" "England U20" "40drqeciuqe2j07g5cnc6xf55" "Substitute" NA NA "5" NA NA NA NA NA NA NA NA NA NA NA "1" NA NA FALSE "di6gs3mzdo2yc71ujxcmijvxm" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-05Z" "6gjmodlcevrbgbmjlmrx65sui" "England U20" "dtug7lsozk7zdhf415pp3s25l" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "di6gs3mzdo2yc71ujxcmijvxm" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-05Z" "6gjmodlcevrbgbmjlmrx65sui" "England U20" "bo5e35lsptja0pnlvk1y38dex" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "di6gs3mzdo2yc71ujxcmijvxm" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-05Z" "6gjmodlcevrbgbmjlmrx65sui" "England U20" "8zpj2ov0kc2d7a2b14ys2y8dl" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "di6gs3mzdo2yc71ujxcmijvxm" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-05Z" "6gjmodlcevrbgbmjlmrx65sui" "England U20" "20ccu2ngcfo3cvczhzk682ju1" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "di6gs3mzdo2yc71ujxcmijvxm" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA "1" NA "0" "2018-08-05Z" "6gjmodlcevrbgbmjlmrx65sui" "England U20" "3rh7yurfuhun7zvoymgjb7g7p" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "1" NA NA FALSE "di6gs3mzdo2yc71ujxcmijvxm" NA NA NA NA NA NA NA
"7" "2" "1" "3" NA "10" "24" "1" NA NA "90" "2" "1" "2018-08-08Z" "2lqlaup274cnqxj4xedyqm9xd" "Korea DPR U20" "ega7n1p2wc0o37rg7fitixvpx" "Goalkeeper" NA NA NA NA NA NA NA NA NA NA NA NA "1" NA NA NA NA TRUE "dicoh6s9rahf2wdz5hxineezu" NA NA NA NA NA NA NA
"22" NA "1" NA NA NA "38" "1" "3" NA "90" "6" "3" "2018-08-08Z" "2lqlaup274cnqxj4xedyqm9xd" "Korea DPR U20" "75o1qqbgsk71z8zjvyv8mmvvt" "Defender" NA NA "13" NA NA NA NA NA NA NA "2" "3" NA NA NA NA NA TRUE "dicoh6s9rahf2wdz5hxineezu" NA "2" NA NA NA NA NA
"19" NA "1" NA NA NA "25" "1" NA NA "90" "14" "6" "2018-08-08Z" "2lqlaup274cnqxj4xedyqm9xd" "Korea DPR U20" "devw3sgco5xv6df6qp8uui221" "Defender" NA "1" "1" NA NA NA NA NA NA "1" "1" NA NA NA NA NA NA TRUE "dicoh6s9rahf2wdz5hxineezu" NA NA NA NA NA NA NA
"14" NA "1" NA NA NA "18" "1" "1" NA "90" "10" "5" "2018-08-08Z" "2lqlaup274cnqxj4xedyqm9xd" "Korea DPR U20" "66nruay7x3bc5pgnid7aa09ka" "Defender" NA NA NA NA NA NA NA NA "1" NA "3" "1" NA NA NA NA NA TRUE "dicoh6s9rahf2wdz5hxineezu" NA NA NA NA NA NA NA
"21" "2" "1" NA NA NA "31" "1" "4" NA "90" "8" "2" "2018-08-08Z" "2lqlaup274cnqxj4xedyqm9xd" "Korea DPR U20" "efydya0q91q3l7gcl3yjb2pjp" "Defender" NA NA "18" NA NA NA NA NA "1" NA "3" "3" "1" NA NA NA NA TRUE "dicoh6s9rahf2wdz5hxineezu" NA NA NA NA NA NA NA
"13" NA "1" NA NA NA "19" "1" "1" NA "70" "1" "11" "2018-08-08Z" "2lqlaup274cnqxj4xedyqm9xd" "Korea DPR U20" "cvolmv5adnei3zoxswqv6y5ii" "Midfielder" NA "1" NA "1" NA NA NA NA NA "1" "2" "1" "1" "1" NA NA NA TRUE "dicoh6s9rahf2wdz5hxineezu" NA NA NA NA NA NA NA
"37" "1" "1" NA NA NA "50" "1" "2" NA "90" "4" "8" "2018-08-08Z" "2lqlaup274cnqxj4xedyqm9xd" "Korea DPR U20" "90h2omqe0pouz9kjbjsk1orje" "Midfielder" NA NA NA NA NA NA NA NA NA NA "3" "1" NA NA NA NA NA TRUE "dicoh6s9rahf2wdz5hxineezu" NA NA NA NA NA NA NA
"21" NA "1" NA NA NA "24" "1" "1" NA "64" NA "4" "2018-08-08Z" "2lqlaup274cnqxj4xedyqm9xd" "Korea DPR U20" "egtgh020fql8klder6z0l5m8l" "Midfielder" NA "4" NA "1" "2" NA "1" NA "1" "2" "2" "1" NA NA NA NA NA TRUE "dicoh6s9rahf2wdz5hxineezu" NA NA NA NA NA NA NA
"29" NA "1" NA NA NA "35" "1" "1" NA "89" "1" "7" "2018-08-08Z" "2lqlaup274cnqxj4xedyqm9xd" "Korea DPR U20" "25pm9apv0yctndmw8jikx4kbt" "Midfielder" "1" "2" "2" "1" "1" "1" "1" NA NA NA "2" "1" "2" NA NA NA NA TRUE "dicoh6s9rahf2wdz5hxineezu" NA NA NA NA NA NA NA
"31" NA "1" NA NA NA "37" "1" NA NA "90" NA "9" "2018-08-08Z" "2lqlaup274cnqxj4xedyqm9xd" "Korea DPR U20" "ajh2kqtp6uot3jamv860ifa0a" "Striker" NA NA "1" NA NA NA NA NA NA NA "1" NA "3" NA NA NA NA TRUE "dicoh6s9rahf2wdz5hxineezu" NA NA NA NA NA NA NA
"17" NA "1" NA NA NA "19" "1" NA NA "90" NA "10" "2018-08-08Z" "2lqlaup274cnqxj4xedyqm9xd" "Korea DPR U20" "280mxjb8x9uaep2d1vntfis8a" "Striker" NA "4" "1" NA NA "1" NA NA NA "4" "1" NA "2" "1" NA NA NA TRUE "dicoh6s9rahf2wdz5hxineezu" NA NA NA NA NA NA NA
"5" NA NA NA NA NA "8" NA "1" NA "26" "1" "0" "2018-08-08Z" "2lqlaup274cnqxj4xedyqm9xd" "Korea DPR U20" "e40fleaz6pfz1nl7kya43joq" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA "3" NA "1" NA NA TRUE "dicoh6s9rahf2wdz5hxineezu" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-08Z" "2lqlaup274cnqxj4xedyqm9xd" "Korea DPR U20" "eccj5bfspz8hqyk8b9e9jnydx" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "dicoh6s9rahf2wdz5hxineezu" NA NA NA NA NA NA NA
"5" NA NA NA NA NA "5" NA NA NA "20" NA "0" "2018-08-08Z" "2lqlaup274cnqxj4xedyqm9xd" "Korea DPR U20" "40c1t6fe4utsw9nijfnmjlpt5" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "1" NA NA TRUE "dicoh6s9rahf2wdz5hxineezu" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-08Z" "2lqlaup274cnqxj4xedyqm9xd" "Korea DPR U20" "djdeuyxnviw5adea22tfa0oa1" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "dicoh6s9rahf2wdz5hxineezu" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-08Z" "2lqlaup274cnqxj4xedyqm9xd" "Korea DPR U20" "3qoffgjieszei3gmj46bc6msp" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "dicoh6s9rahf2wdz5hxineezu" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA "1" NA "0" "2018-08-08Z" "2lqlaup274cnqxj4xedyqm9xd" "Korea DPR U20" "4vzwvsowsoth10q69cyd22m3u" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "1" NA NA TRUE "dicoh6s9rahf2wdz5hxineezu" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-08Z" "2lqlaup274cnqxj4xedyqm9xd" "Korea DPR U20" "3qsge1pjboon69f8ftm75d97t" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "dicoh6s9rahf2wdz5hxineezu" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-08Z" "2lqlaup274cnqxj4xedyqm9xd" "Korea DPR U20" "50ayd0pajir8z5jjo31vd9g16" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "dicoh6s9rahf2wdz5hxineezu" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-08Z" "2lqlaup274cnqxj4xedyqm9xd" "Korea DPR U20" "bvb3029xwtg54v5iroe2gmyy2" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "dicoh6s9rahf2wdz5hxineezu" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-08Z" "2lqlaup274cnqxj4xedyqm9xd" "Korea DPR U20" "7mier6mr221eq1mzgs1nahje2" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "dicoh6s9rahf2wdz5hxineezu" NA NA NA NA NA NA NA
"17" "1" "2" "6" NA "4" "25" "1" NA NA "90" "1" "1" "2018-08-08Z" "7972gnqp808tpj5yrv7nlefma" "Mexico U20" "1tvu4rv4o96wqjzk836y9bp3p" "Goalkeeper" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE "dicoh6s9rahf2wdz5hxineezu" NA NA NA NA NA NA NA
"21" NA "2" NA NA NA "32" "1" "4" NA "90" "4" "3" "2018-08-08Z" "7972gnqp808tpj5yrv7nlefma" "Mexico U20" "en0tkbsirwu9mb2czbwuyr5yh" "Defender" NA "1" "12" NA "1" NA NA NA NA NA NA "4" "1" NA NA NA NA FALSE "dicoh6s9rahf2wdz5hxineezu" NA NA NA NA NA NA NA
"35" NA "2" NA NA NA "50" "1" "2" NA "90" "6" "6" "2018-08-08Z" "7972gnqp808tpj5yrv7nlefma" "Mexico U20" "1vf13oxq37ppe5jb1td8du8r9" "Defender" NA "1" NA NA NA NA NA NA "1" "1" "3" "1" NA NA NA NA NA FALSE "dicoh6s9rahf2wdz5hxineezu" NA "1" NA NA NA NA NA
"23" "1" "2" NA NA NA "31" "1" "2" NA "90" "11" "5" "2018-08-08Z" "7972gnqp808tpj5yrv7nlefma" "Mexico U20" "1u5embf75k2eq9s4nb35v7dud" "Defender" NA "1" NA NA "1" NA NA NA NA NA "4" "2" "1" NA NA NA NA FALSE "dicoh6s9rahf2wdz5hxineezu" NA NA NA NA NA NA NA
"13" NA "2" NA NA NA "22" "1" "5" NA "90" "2" "2" "2018-08-08Z" "7972gnqp808tpj5yrv7nlefma" "Mexico U20" "5iehntcv5snhylox5yxw3ghrd" "Defender" NA NA "14" NA NA NA NA NA NA NA NA "3" "2" NA NA NA NA FALSE "dicoh6s9rahf2wdz5hxineezu" NA NA NA NA NA NA NA
"10" NA "2" NA NA NA "17" "1" "5" NA "90" "1" "11" "2018-08-08Z" "7972gnqp808tpj5yrv7nlefma" "Mexico U20" "cp4zctgc9g0g8tkwppioezb3d" "Midfielder" "1" "5" NA NA "2" "1" "2" NA NA "2" "1" "5" "4" "1" NA NA NA FALSE "dicoh6s9rahf2wdz5hxineezu" NA NA NA NA NA NA NA
"18" NA "1" NA NA NA "25" "1" "5" NA "65" NA "8" "2018-08-08Z" "7972gnqp808tpj5yrv7nlefma" "Mexico U20" "cxedq8sdgkiwv6pbhixud0v3e" "Midfielder" NA NA NA "1" NA NA NA NA "1" NA "1" "5" "1" NA NA NA NA FALSE "dicoh6s9rahf2wdz5hxineezu" NA NA NA NA NA NA NA
"25" NA "2" NA NA NA "40" "1" "4" NA "90" "1" "4" "2018-08-08Z" "7972gnqp808tpj5yrv7nlefma" "Mexico U20" "cjtiw4hmw74ewdy4qkbr9pm1" "Midfielder" NA NA NA NA NA "1" "3" NA NA NA NA "4" NA NA NA NA NA FALSE "dicoh6s9rahf2wdz5hxineezu" NA NA NA NA NA NA NA
"16" NA "1" NA NA NA "21" "1" "1" NA "74" NA "7" "2018-08-08Z" "7972gnqp808tpj5yrv7nlefma" "Mexico U20" "1xij2ubmxvoc944bl5klcitat" "Midfielder" "2" "3" "1" "1" NA "1" NA NA NA "1" "2" "1" NA NA NA NA NA FALSE "dicoh6s9rahf2wdz5hxineezu" NA NA NA NA NA NA NA
"14" NA "2" NA NA NA "23" "1" NA NA "90" NA "9" "2018-08-08Z" "7972gnqp808tpj5yrv7nlefma" "Mexico U20" "8b48bcl6rbadvwzysievg0jxl" "Striker" NA NA "1" NA NA "2" NA NA NA NA NA NA "3" NA NA NA NA FALSE "dicoh6s9rahf2wdz5hxineezu" NA NA NA NA NA NA NA
"9" NA "1" NA NA NA "10" "1" "1" NA "59" NA "10" "2018-08-08Z" "7972gnqp808tpj5yrv7nlefma" "Mexico U20" "6qluqs5sibeqhzrq9fjfidsrt" "Striker" NA NA NA "1" NA NA NA NA NA NA NA "1" "4" NA NA NA NA FALSE "dicoh6s9rahf2wdz5hxineezu" NA NA NA NA NA NA NA
