"accuratePass" "goalsConceded" "saves" "goalKicks" "totalPass" "gameStarted" "minsPlayed" "totalClearance" "formationPlace" "fecha" "idequipo" "equipo" "idjugador" "position" "wonTackle" "lostCorners" "totalScoringAtt" "totalThrows" "totalTackle" "shotOffTarget" "fouls" "wasFouled" "ontargetScoringAtt" "goals" "totalSubOff" "wonCorners" "yellowCard" "cornerTaken" "totalSubOn" "stats[2, ]" "local" "id_partido" "blockedScoringAtt" "totalOffside" "goalAssist" "cleanSheet" "ownGoals" "redCard" "penaltyFaced" "penGoalsConceded" "penaltyConceded" "penaltyWon" "penaltySave" "secondYellow"
"35" NA NA NA "46" "1" "77" "4" "3" "2017-10-09Z" "4o0dd5pbzm7z06k28i2bf8xfd" "Colombia U17" "4j1yokeu7ri2zevkr2epawbmx" "Defensive Midfielder" "11" NA NA "1" "12" NA "1" "1" NA NA "1" NA NA NA NA NA FALSE "cycve7s6gfhwhi06g6j43ybmy" NA NA NA NA NA NA NA NA NA NA NA NA
"55" "1" NA NA "64" "1" "90" "2" "2" "2017-10-09Z" "4o0dd5pbzm7z06k28i2bf8xfd" "Colombia U17" "bdvtv7ciwwh6l6scvofqklmqy" "Defensive Midfielder" "2" NA "2" "1" "3" "1" "1" NA NA NA NA "1" NA NA NA NA FALSE "cycve7s6gfhwhi06g6j43ybmy" "1" NA "1" NA NA NA NA NA NA NA NA NA
"29" "1" NA NA "36" "1" "90" NA "8" "2017-10-09Z" "4o0dd5pbzm7z06k28i2bf8xfd" "Colombia U17" "1r7qsx3wavlf9v8r2d95k9sve" "Attacking Midfielder" NA NA "4" NA NA "1" NA "1" "2" NA NA "2" NA "3" NA NA FALSE "cycve7s6gfhwhi06g6j43ybmy" "1" NA NA NA NA NA NA NA NA NA NA NA
"13" NA NA NA "19" "1" "45" NA "7" "2017-10-09Z" "4o0dd5pbzm7z06k28i2bf8xfd" "Colombia U17" "8l809lwr53cdsntmp0t6m336x" "Attacking Midfielder" "1" NA NA NA "1" NA NA NA NA NA "1" NA NA NA NA NA FALSE "cycve7s6gfhwhi06g6j43ybmy" NA NA NA NA NA NA NA NA NA NA NA NA
"24" "1" NA NA "28" "1" "90" NA "11" "2017-10-09Z" "4o0dd5pbzm7z06k28i2bf8xfd" "Colombia U17" "b3aj3b1vk1pbggkchhu28pn1l" "Striker" "2" NA "4" NA "3" "2" "1" NA "2" NA NA NA NA NA NA NA FALSE "cycve7s6gfhwhi06g6j43ybmy" NA "4" NA NA NA NA NA NA NA NA NA NA
"9" NA NA NA "12" "1" "59" NA "9" "2017-10-09Z" "4o0dd5pbzm7z06k28i2bf8xfd" "Colombia U17" "1t3qyhhcaipaq39g7ivxyf2ll" "Striker" NA NA NA NA NA NA "3" NA NA NA "1" NA NA NA NA NA FALSE "cycve7s6gfhwhi06g6j43ybmy" NA "2" NA NA NA NA NA NA NA NA NA NA
"21" "1" NA NA "33" "1" "90" "1" "10" "2017-10-09Z" "4o0dd5pbzm7z06k28i2bf8xfd" "Colombia U17" "charsfuwes4tymg2u4m0bwv6x" "Striker" "1" NA "2" "4" "1" NA "2" "1" "2" "2" NA NA NA NA NA NA FALSE "cycve7s6gfhwhi06g6j43ybmy" NA "2" NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-09Z" "4o0dd5pbzm7z06k28i2bf8xfd" "Colombia U17" "dqf003co5bq97o5tgf8e5sjxl" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" FALSE "cycve7s6gfhwhi06g6j43ybmy" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-09Z" "4o0dd5pbzm7z06k28i2bf8xfd" "Colombia U17" "dp3chasr11o48ehnokswl8l7u" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" FALSE "cycve7s6gfhwhi06g6j43ybmy" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-09Z" "4o0dd5pbzm7z06k28i2bf8xfd" "Colombia U17" "er2yunekz2d4f33g4iisea4bu" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" FALSE "cycve7s6gfhwhi06g6j43ybmy" NA NA NA NA NA NA NA NA NA NA NA NA
"28" "1" NA NA "31" NA "45" NA "0" "2017-10-09Z" "4o0dd5pbzm7z06k28i2bf8xfd" "Colombia U17" "dv978efmyor5x6lr3t70r2uax" "Substitute" "1" NA "2" NA "1" NA NA NA "2" NA NA "2" NA "5" "1" NA FALSE "cycve7s6gfhwhi06g6j43ybmy" NA NA NA NA NA NA NA NA NA NA NA NA
"21" "1" NA NA "23" NA "31" NA "0" "2017-10-09Z" "4o0dd5pbzm7z06k28i2bf8xfd" "Colombia U17" "2bexl4mrs09y4poo048qw1zah" "Substitute" "3" NA "1" "4" "3" NA NA NA NA NA NA "1" NA NA "1" NA FALSE "cycve7s6gfhwhi06g6j43ybmy" "1" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-09Z" "4o0dd5pbzm7z06k28i2bf8xfd" "Colombia U17" "5vu2jed339bvepydzbhqzpeui" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" FALSE "cycve7s6gfhwhi06g6j43ybmy" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-09Z" "4o0dd5pbzm7z06k28i2bf8xfd" "Colombia U17" "8k9kbq1n2orgl4zrv9eiewmp5" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" FALSE "cycve7s6gfhwhi06g6j43ybmy" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-09Z" "4o0dd5pbzm7z06k28i2bf8xfd" "Colombia U17" "f3ef8v6crcayokxah0lgnklih" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" FALSE "cycve7s6gfhwhi06g6j43ybmy" NA NA NA NA NA NA NA NA NA NA NA NA
"23" "3" "4" "19" "41" "1" "90" "3" "1" "2017-10-06Z" "cr30o7e7irdhq4r1kwtpvpmqy" "India U17" "1ljdpwqn16dijby5ss9eockfe" "Goalkeeper" "1" NA NA NA "1" NA NA NA NA NA NA NA NA NA NA NA TRUE "cy92096gor3nwa0iafdoi4nl6" NA NA NA NA NA NA "1" "1" NA NA NA NA
"21" "3" NA NA "30" "1" "90" "4" "3" "2017-10-06Z" "cr30o7e7irdhq4r1kwtpvpmqy" "India U17" "93v1etcnz6vomdz6zup575hey" "Defender" NA "1" "1" "10" NA "1" NA "1" NA NA NA NA NA "1" NA NA TRUE "cy92096gor3nwa0iafdoi4nl6" NA NA NA NA NA NA NA "1" NA NA NA NA
"29" "3" NA NA "39" "1" "90" "4" "6" "2017-10-06Z" "cr30o7e7irdhq4r1kwtpvpmqy" "India U17" "6bgcubncyevstsj12znvexbhm" "Defender" NA NA "1" NA NA "1" NA NA NA NA NA NA NA NA NA NA TRUE "cy92096gor3nwa0iafdoi4nl6" NA NA NA NA NA NA NA "1" NA NA NA NA
"32" "3" NA NA "41" "1" "90" "7" "5" "2017-10-06Z" "cr30o7e7irdhq4r1kwtpvpmqy" "India U17" "18du6lik5pot8uofj1s1n0nl6" "Defender" NA "1" NA NA "2" NA "2" NA NA NA NA NA NA NA NA NA TRUE "cy92096gor3nwa0iafdoi4nl6" NA NA NA NA NA NA NA "1" "1" NA NA NA
"25" "3" NA NA "32" "1" "90" "8" "2" "2017-10-06Z" "cr30o7e7irdhq4r1kwtpvpmqy" "India U17" "esu2vqnkc4fl5bsimwcnnkjfu" "Defender" "4" "1" NA "13" "4" NA NA NA NA NA NA NA NA NA NA NA TRUE "cy92096gor3nwa0iafdoi4nl6" NA NA NA NA NA NA NA "1" NA NA NA NA
"9" "3" NA NA "12" "1" "90" NA "11" "2017-10-06Z" "cr30o7e7irdhq4r1kwtpvpmqy" "India U17" "dpuuy8r6d3dm60532p3ghjxpm" "Midfielder" NA NA "1" "1" "2" "1" "1" "2" NA NA NA "1" NA "2" NA NA TRUE "cy92096gor3nwa0iafdoi4nl6" NA NA NA NA NA NA NA "1" NA NA NA NA
"38" "3" NA NA "43" "1" "90" "1" "8" "2017-10-06Z" "cr30o7e7irdhq4r1kwtpvpmqy" "India U17" "6vhnh2pt7o4wcxltwru4zwtwq" "Midfielder" NA NA NA NA "1" NA "2" NA NA NA NA NA NA NA NA NA TRUE "cy92096gor3nwa0iafdoi4nl6" NA NA NA NA NA NA NA "1" NA NA NA NA
"27" "3" NA NA "36" "1" "89" NA "4" "2017-10-06Z" "cr30o7e7irdhq4r1kwtpvpmqy" "India U17" "de6woepvuggpm1z2cwz1nbmne" "Midfielder" "2" NA "1" NA "2" NA "3" NA NA NA "1" "1" NA NA NA NA TRUE "cy92096gor3nwa0iafdoi4nl6" "1" NA NA NA NA NA NA "1" NA NA NA NA
"7" "2" NA NA "13" "1" "70" "3" "7" "2017-10-06Z" "cr30o7e7irdhq4r1kwtpvpmqy" "India U17" "8d6mz56ogl5wo02hgq3qp3ip6" "Midfielder" "1" NA "1" "1" "2" NA NA "2" NA NA "1" NA NA NA NA NA TRUE "cy92096gor3nwa0iafdoi4nl6" "1" NA NA NA NA NA NA "1" NA NA NA NA
"12" "2" NA NA "15" "1" "70" NA "10" "2017-10-06Z" "cr30o7e7irdhq4r1kwtpvpmqy" "India U17" "bt0y4pmp75hx66bxxkqp5axre" "Attacking Midfielder" NA NA NA NA NA NA NA NA NA NA "1" NA NA NA NA NA TRUE "cy92096gor3nwa0iafdoi4nl6" NA NA NA NA NA NA NA "1" NA NA NA NA
"7" "3" NA NA "11" "1" "90" NA "9" "2017-10-06Z" "cr30o7e7irdhq4r1kwtpvpmqy" "India U17" "8vulbgpf7e1nmpnawi5z8vbze" "Striker" NA NA "3" NA NA "1" "2" "2" "1" NA NA "1" NA NA NA NA TRUE "cy92096gor3nwa0iafdoi4nl6" "1" NA NA NA NA NA NA "1" NA NA NA NA
"8" "1" NA NA "9" NA "20" NA "0" "2017-10-06Z" "cr30o7e7irdhq4r1kwtpvpmqy" "India U17" "4txuu306n3k2355exjbzsh016" "Substitute" NA NA NA NA "1" NA NA NA NA NA NA NA NA NA "1" NA TRUE "cy92096gor3nwa0iafdoi4nl6" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-06Z" "cr30o7e7irdhq4r1kwtpvpmqy" "India U17" "1byyi77gz36gr2ddxl5ua0pd6" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" TRUE "cy92096gor3nwa0iafdoi4nl6" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-06Z" "cr30o7e7irdhq4r1kwtpvpmqy" "India U17" "8f687vnqddspytecr5tnklch6" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" TRUE "cy92096gor3nwa0iafdoi4nl6" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-06Z" "cr30o7e7irdhq4r1kwtpvpmqy" "India U17" "6duvcsqgz3497lrsp795ffu" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" TRUE "cy92096gor3nwa0iafdoi4nl6" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-06Z" "cr30o7e7irdhq4r1kwtpvpmqy" "India U17" "d18hxamo4wksojpx0f2zjy63u" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" TRUE "cy92096gor3nwa0iafdoi4nl6" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA "1" NA "0" "2017-10-06Z" "cr30o7e7irdhq4r1kwtpvpmqy" "India U17" "95zechkfla1l7dwt8sjhevvca" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "1" NA TRUE "cy92096gor3nwa0iafdoi4nl6" NA NA NA NA NA NA NA NA NA NA NA NA
"10" "1" NA NA "11" NA "20" NA "0" "2017-10-06Z" "cr30o7e7irdhq4r1kwtpvpmqy" "India U17" "co69gra3zcu0u02bh91ibumwa" "Substitute" NA NA NA NA NA NA NA "1" NA NA NA NA NA NA "1" NA TRUE "cy92096gor3nwa0iafdoi4nl6" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-06Z" "cr30o7e7irdhq4r1kwtpvpmqy" "India U17" "bclayxvvtczhvzcklpxapv33e" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" TRUE "cy92096gor3nwa0iafdoi4nl6" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-06Z" "cr30o7e7irdhq4r1kwtpvpmqy" "India U17" "b9kf9cu52au3odus91nzktc2y" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" TRUE "cy92096gor3nwa0iafdoi4nl6" NA NA NA NA NA NA NA NA NA NA NA NA
"14" NA "1" "6" "17" "1" "90" NA "1" "2017-10-06Z" "x1zdh3b7nwu0ql0uc5tgic9e" "United States U17" "cqpu0jhw59o95rjvy1k4xdvc9" "Goalkeeper" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE "cy92096gor3nwa0iafdoi4nl6" NA NA NA "1" NA NA NA NA NA NA NA NA
"32" NA NA NA "43" "1" "90" "4" "3" "2017-10-06Z" "x1zdh3b7nwu0ql0uc5tgic9e" "United States U17" "9za3fwnri7qk1dutb4iwmh6g9" "Defender" "3" NA NA "11" "4" NA "3" NA NA NA NA NA NA NA NA NA FALSE "cy92096gor3nwa0iafdoi4nl6" NA NA NA "1" NA NA NA NA NA NA NA NA
"47" NA NA NA "54" "1" "90" "2" "6" "2017-10-06Z" "x1zdh3b7nwu0ql0uc5tgic9e" "United States U17" "7ush9a10cc79gudlog12crt9l" "Defender" NA "1" NA NA NA NA "1" NA NA NA NA NA NA NA NA NA FALSE "cy92096gor3nwa0iafdoi4nl6" NA NA NA "1" NA NA NA NA NA NA NA NA
"40" NA NA NA "43" "1" "90" "3" "5" "2017-10-06Z" "x1zdh3b7nwu0ql0uc5tgic9e" "United States U17" "7uv8k6pqob0xqw7zchsfxk4ix" "Defender" "1" "1" "1" NA "1" NA "1" "1" "1" "1" NA NA NA NA NA NA FALSE "cy92096gor3nwa0iafdoi4nl6" NA NA NA "1" NA NA NA NA NA NA NA NA
"36" NA NA NA "43" "1" "90" "3" "2" "2017-10-06Z" "x1zdh3b7nwu0ql0uc5tgic9e" "United States U17" "52rcg38mijjjusfwqxa2l7hex" "Defender" NA "1" NA "9" "1" NA "1" "2" NA NA NA NA NA NA NA NA FALSE "cy92096gor3nwa0iafdoi4nl6" NA NA NA "1" NA NA NA NA NA NA NA NA
"82" NA NA NA "93" "1" "90" NA "4" "2017-10-06Z" "x1zdh3b7nwu0ql0uc5tgic9e" "United States U17" "6dp8o244dh2d06tiaee72ooo9" "Defensive Midfielder" "1" NA "1" "1" "1" "1" "1" NA NA NA NA NA NA "2" NA NA FALSE "cy92096gor3nwa0iafdoi4nl6" NA NA NA "1" NA NA NA NA NA NA NA NA
"98" NA NA NA "107" "1" "90" "2" "8" "2017-10-06Z" "x1zdh3b7nwu0ql0uc5tgic9e" "United States U17" "474oxdp0js1hjuul5jnvoyhgp" "Defensive Midfielder" "1" NA "3" NA "1" "2" NA "2" NA NA NA NA NA NA NA NA FALSE "cy92096gor3nwa0iafdoi4nl6" "1" NA NA "1" NA NA NA NA NA NA NA NA
"15" NA NA NA "18" "1" "85" NA "11" "2017-10-06Z" "x1zdh3b7nwu0ql0uc5tgic9e" "United States U17" "e5xxqwz0sdlwkkmp8bgs1k6w9" "Attacking Midfielder" "1" NA "3" NA "1" "2" "1" NA "1" NA "1" "2" NA NA NA NA FALSE "cy92096gor3nwa0iafdoi4nl6" NA "1" NA NA NA NA NA NA NA NA NA NA
"20" NA NA NA "30" "1" "89" NA "10" "2017-10-06Z" "x1zdh3b7nwu0ql0uc5tgic9e" "United States U17" "bkhfbvpl7ahh68a53d2ykqmll" "Attacking Midfielder" "1" NA "4" NA "2" "1" "1" "3" "2" "1" "1" "1" NA "1" NA NA FALSE "cy92096gor3nwa0iafdoi4nl6" "1" "1" NA NA NA NA NA NA NA NA NA NA
"6" NA NA NA "9" "1" "66" NA "7" "2017-10-06Z" "x1zdh3b7nwu0ql0uc5tgic9e" "United States U17" "7c3asx73extld50awe557y3ft" "Attacking Midfielder" "1" NA "2" "1" "1" "1" "2" NA "1" NA "1" NA NA NA NA NA FALSE "cy92096gor3nwa0iafdoi4nl6" NA NA NA NA NA NA NA NA NA NA NA NA
"11" NA NA NA "16" "1" "90" NA "9" "2017-10-06Z" "x1zdh3b7nwu0ql0uc5tgic9e" "United States U17" "3yz0kut1bzvlb00jl6qx9awo9" "Striker" "2" NA "3" NA "3" NA NA "2" "2" "1" NA NA NA NA NA NA FALSE "cy92096gor3nwa0iafdoi4nl6" "1" "1" NA "1" NA NA NA NA NA "1" NA NA
"33" NA NA NA "36" NA "24" "1" "0" "2017-10-06Z" "x1zdh3b7nwu0ql0uc5tgic9e" "United States U17" "ay31zbgg1642dx463wmt6l0q1" "Substitute" NA NA "1" NA NA "1" NA NA NA NA NA NA NA NA "1" NA FALSE "cy92096gor3nwa0iafdoi4nl6" NA NA "1" NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-06Z" "x1zdh3b7nwu0ql0uc5tgic9e" "United States U17" "28o7vv0jud22hmg4h649yozqh" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" FALSE "cy92096gor3nwa0iafdoi4nl6" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-06Z" "x1zdh3b7nwu0ql0uc5tgic9e" "United States U17" "a3fzk8kkm85g7ln9iubp6104p" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" FALSE "cy92096gor3nwa0iafdoi4nl6" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-06Z" "x1zdh3b7nwu0ql0uc5tgic9e" "United States U17" "b0me6l44boibnwpbtasxoy02x" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" FALSE "cy92096gor3nwa0iafdoi4nl6" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-06Z" "x1zdh3b7nwu0ql0uc5tgic9e" "United States U17" "7x098qxoirgwlu38q1v969s6h" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" FALSE "cy92096gor3nwa0iafdoi4nl6" NA NA NA NA NA NA NA NA NA NA NA NA
"5" NA NA NA "6" NA "5" NA "0" "2017-10-06Z" "x1zdh3b7nwu0ql0uc5tgic9e" "United States U17" "9nhbcty6cep6a73ocgo175trd" "Substitute" NA NA NA NA "1" NA NA NA NA NA NA NA NA NA "1" NA FALSE "cy92096gor3nwa0iafdoi4nl6" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-06Z" "x1zdh3b7nwu0ql0uc5tgic9e" "United States U17" "e2z19y8is5m24brpa3gzn02qx" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" FALSE "cy92096gor3nwa0iafdoi4nl6" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-06Z" "x1zdh3b7nwu0ql0uc5tgic9e" "United States U17" "44xnvpf5u8clho0vizblwott5" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" FALSE "cy92096gor3nwa0iafdoi4nl6" NA NA NA NA NA NA NA NA NA NA NA NA
"1" NA NA NA "1" NA "1" NA "0" "2017-10-06Z" "x1zdh3b7nwu0ql0uc5tgic9e" "United States U17" "dvsj1gm7kg1vs9xip21gbfe95" "Substitute" "1" NA "1" NA "1" "1" NA NA NA NA NA NA NA NA "1" NA FALSE "cy92096gor3nwa0iafdoi4nl6" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-06Z" "x1zdh3b7nwu0ql0uc5tgic9e" "United States U17" "272xwghmibw1wnptcoz6xpex" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" FALSE "cy92096gor3nwa0iafdoi4nl6" NA NA NA NA NA NA NA NA NA NA NA NA
"9" NA "4" "10" "28" "1" "90" "2" "1" "2017-10-10Z" "7a5nqhw9ot4avmefuc87s9nrm" "Iran U17" "c4rgzrm167qgwi066i1ad910q" "Goalkeeper" NA "2" NA NA NA NA NA "1" NA NA NA NA NA NA NA NA TRUE "5yf8fnob2h2ishy4n3u446u7e" NA NA NA "1" NA NA NA NA NA NA NA NA
"9" NA NA NA "12" "1" "90" "2" "4" "2017-10-10Z" "7a5nqhw9ot4avmefuc87s9nrm" "Iran U17" "bg4k1nd76w3zmfyezv4db8vvu" "Defender" "2" "1" NA "4" "2" NA "2" NA NA NA NA NA NA "3" NA NA TRUE "5yf8fnob2h2ishy4n3u446u7e" NA NA NA "1" NA NA NA NA NA NA NA NA
"5" NA NA NA "10" "1" "90" "4" "5" "2017-10-10Z" "7a5nqhw9ot4avmefuc87s9nrm" "Iran U17" "2u32m2h22so8bvi97znl4iuei" "Defender" NA "2" NA "7" NA NA "1" NA NA NA NA NA NA NA NA NA TRUE "5yf8fnob2h2ishy4n3u446u7e" NA NA NA "1" NA NA NA NA NA NA NA NA
"13" NA NA NA "25" "1" "90" "6" "6" "2017-10-10Z" "7a5nqhw9ot4avmefuc87s9nrm" "Iran U17" "el4cuy5nbs002zkk4hfmfcfvu" "Defender" "1" NA NA "7" "2" NA "1" "1" NA NA NA "1" NA NA NA NA TRUE "5yf8fnob2h2ishy4n3u446u7e" NA NA NA "1" NA NA NA NA NA NA NA NA
"7" NA NA NA "7" "1" "90" NA "3" "2017-10-10Z" "7a5nqhw9ot4avmefuc87s9nrm" "Iran U17" "1cq6egg79mktszfxbuz1r4l0q" "Midfielder" "2" NA "2" NA "4" "1" "1" "2" "1" NA NA NA NA "1" NA NA TRUE "5yf8fnob2h2ishy4n3u446u7e" NA NA NA "1" NA NA NA NA NA NA NA NA
"15" NA NA NA "20" "1" "84" NA "8" "2017-10-10Z" "7a5nqhw9ot4avmefuc87s9nrm" "Iran U17" "bcffezszqa4mlndhy503hf7jd" "Midfielder" "1" NA "1" NA "1" "1" "2" "3" NA NA "1" NA "1" NA NA NA TRUE "5yf8fnob2h2ishy4n3u446u7e" NA NA "1" NA NA NA NA NA NA NA NA NA
"19" NA NA NA "29" "1" "90" "1" "11" "2017-10-10Z" "7a5nqhw9ot4avmefuc87s9nrm" "Iran U17" "8rtor85rl2paa21tsihyk0wve" "Midfielder" "2" NA "3" "1" "2" "1" "3" "2" "1" NA NA NA "1" NA NA NA TRUE "5yf8fnob2h2ishy4n3u446u7e" "1" NA NA "1" NA NA NA NA NA NA NA NA
"5" NA NA NA "10" "1" "66" NA "7" "2017-10-10Z" "7a5nqhw9ot4avmefuc87s9nrm" "Iran U17" "b712qhofdzej1ochl3r7u8ag9" "Midfielder" "2" NA "4" NA "2" NA "1" "2" "4" "2" "1" "1" NA NA NA NA TRUE "5yf8fnob2h2ishy4n3u446u7e" NA "3" "1" NA NA NA NA NA NA NA NA NA
"12" NA NA NA "20" "1" "90" "1" "2" "2017-10-10Z" "7a5nqhw9ot4avmefuc87s9nrm" "Iran U17" "4gi3khl8qa0bfpn3ay8nzqfze" "Midfielder" "4" NA "1" "12" "5" NA "1" NA "1" NA NA NA NA NA NA NA TRUE "5yf8fnob2h2ishy4n3u446u7e" NA NA NA "1" NA NA NA NA NA NA NA NA
"6" NA NA NA "13" "1" "90" NA "9" "2017-10-10Z" "7a5nqhw9ot4avmefuc87s9nrm" "Iran U17" "5ghpsybqgvquh7yffa117tg8a" "Striker" "1" NA "5" NA "1" "2" "2" NA "3" "1" NA NA NA NA NA NA TRUE "5yf8fnob2h2ishy4n3u446u7e" NA "1" NA "1" NA NA NA NA NA NA NA NA
"6" NA NA NA "9" "1" "55" NA "10" "2017-10-10Z" "7a5nqhw9ot4avmefuc87s9nrm" "Iran U17" "72xzl0yjdetvqp2n1pmzyqvze" "Striker" "2" NA "7" NA "2" "4" NA NA "1" NA "1" "2" NA NA NA NA TRUE "5yf8fnob2h2ishy4n3u446u7e" "2" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-10Z" "7a5nqhw9ot4avmefuc87s9nrm" "Iran U17" "1lcakl7t04rzbmky1e5bcwjfu" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" TRUE "5yf8fnob2h2ishy4n3u446u7e" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-10Z" "7a5nqhw9ot4avmefuc87s9nrm" "Iran U17" "efwjag9l37531rogc64a88yui" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" TRUE "5yf8fnob2h2ishy4n3u446u7e" NA NA NA NA NA NA NA NA NA NA NA NA
"6" NA NA NA "14" NA "35" NA "0" "2017-10-10Z" "7a5nqhw9ot4avmefuc87s9nrm" "Iran U17" "69mpfq9mrx5t6llt63o315ap6" "Substitute" NA NA NA NA NA NA "1" NA NA NA NA NA NA NA "1" NA TRUE "5yf8fnob2h2ishy4n3u446u7e" NA NA "1" NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-10Z" "7a5nqhw9ot4avmefuc87s9nrm" "Iran U17" "dczcx8hs8187nl1r7qyvufre2" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" TRUE "5yf8fnob2h2ishy4n3u446u7e" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-10Z" "7a5nqhw9ot4avmefuc87s9nrm" "Iran U17" "4w58fg8a64gzav3ky9ixaf4h6" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" TRUE "5yf8fnob2h2ishy4n3u446u7e" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-10Z" "7a5nqhw9ot4avmefuc87s9nrm" "Iran U17" "5s14mp883ymmkqikhpvdbl9ii" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" TRUE "5yf8fnob2h2ishy4n3u446u7e" NA NA NA NA NA NA NA NA NA NA NA NA
"3" NA NA NA "4" NA "24" NA "0" "2017-10-10Z" "7a5nqhw9ot4avmefuc87s9nrm" "Iran U17" "65mfc352d0liq3ip4msg455ux" "Substitute" "2" NA "2" NA "2" "1" NA "1" "1" "1" NA NA NA NA "1" NA TRUE "5yf8fnob2h2ishy4n3u446u7e" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA "1" NA "6" NA "0" "2017-10-10Z" "7a5nqhw9ot4avmefuc87s9nrm" "Iran U17" "9souqcrbhumzi2zey97nnugkq" "Substitute" NA NA NA NA NA NA "2" NA NA NA NA NA NA NA "1" NA TRUE "5yf8fnob2h2ishy4n3u446u7e" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-10Z" "7a5nqhw9ot4avmefuc87s9nrm" "Iran U17" "1exnl6w0qt5xksgxdgqvqf2wa" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" TRUE "5yf8fnob2h2ishy4n3u446u7e" NA NA NA NA NA NA NA NA NA NA NA NA
